model_id,task_id,score,reported_by,url,notes
nemotron-nano-v2-vl-12b-reasoning,rwqa,72.2,NVIDIA,https://arxiv.org/abs/2511.03929,
nemotron-nano-v2-vl-12b-reasoning,mmmu,67.8,NVIDIA,https://arxiv.org/abs/2511.03929,
nemotron-nano-v2-vl-12b-reasoning,mmmu-pro,28.0,NVIDIA,https://arxiv.org/abs/2511.03929,
nemotron-nano-v2-vl-12b-reasoning,ocrbench,83.5,NVIDIA,https://arxiv.org/abs/2511.03929,
nemotron-nano-v2-vl-12b-reasoning,chartqa,84.9,NVIDIA,https://arxiv.org/abs/2511.03929,Test
nemotron-nano-v2-vl-12b-reasoning,textvqa,76.1,NVIDIA,https://arxiv.org/abs/2511.03929,Test
nemotron-nano-v2-vl-12b-reasoning,docvqa,93.2,NVIDIA,https://arxiv.org/abs/2511.03929,Test
nemotron-nano-v2-vl-12b-reasoning,infovqa,80.4,NVIDIA,https://arxiv.org/abs/2511.03929,Test
qwen3-vl-8b,mmstar,70.9,NVIDIA,https://arxiv.org/abs/2511.03929,
qwen3-vl-8b,blink,69.1,NVIDIA,https://arxiv.org/abs/2511.03929,
qwen3-vl-8b,hallusionbench,61.1,NVIDIA,https://arxiv.org/abs/2511.03929,
qwen3-vl-8b,pope,88.2,NVIDIA,https://arxiv.org/abs/2511.03929,
qwen3-vl-8b,rwqa,71.5,NVIDIA,https://arxiv.org/abs/2511.03929,
qwen3-vl-8b,mmmu,,NVIDIA,https://arxiv.org/abs/2511.03929,
qwen3-vl-8b,mmmu-pro,,NVIDIA,https://arxiv.org/abs/2511.03929,
qwen3-vl-8b,ocrbench,,NVIDIA,https://arxiv.org/abs/2511.03929,
qwen3-vl-8b,chartqa,83.4,NVIDIA,https://arxiv.org/abs/2511.03929,Test
qwen3-vl-8b,textvqa,82.9,NVIDIA,https://arxiv.org/abs/2511.03929,Test
qwen3-vl-8b,docvqa,96.1,NVIDIA,https://arxiv.org/abs/2511.03929,Test
qwen3-vl-8b,infovqa,83.1,NVIDIA,https://arxiv.org/abs/2511.03929,Test
qwen3-vl-8b-thinking,mmstar,,NVIDIA,https://arxiv.org/abs/2511.03929,
qwen3-vl-8b-thinking,blink,,NVIDIA,https://arxiv.org/abs/2511.03929,
qwen3-vl-8b-thinking,hallusionbench,,NVIDIA,https://arxiv.org/abs/2511.03929,
qwen3-vl-8b-thinking,pope,,NVIDIA,https://arxiv.org/abs/2511.03929,
qwen3-vl-8b-thinking,rwqa,,NVIDIA,https://arxiv.org/abs/2511.03929,
qwen3-vl-8b-thinking,mmmu,,NVIDIA,https://arxiv.org/abs/2511.03929,
qwen3-vl-8b-thinking,mmmu-pro,,NVIDIA,https://arxiv.org/abs/2511.03929,
qwen3-vl-8b-thinking,ocrbench,,NVIDIA,https://arxiv.org/abs/2511.03929,
qwen3-vl-8b-thinking,chartqa,,NVIDIA,https://arxiv.org/abs/2511.03929,Test
qwen3-vl-8b-thinking,textvqa,,NVIDIA,https://arxiv.org/abs/2511.03929,Test
qwen3-vl-8b-thinking,docvqa,,NVIDIA,https://arxiv.org/abs/2511.03929,Test
qwen3-vl-8b-thinking,infovqa,,NVIDIA,https://arxiv.org/abs/2511.03929,Test
